x,y,t,z,f
3.174426555633544922e+00,9.809672236442565918e-01,3.781310319900512695e+00,1.232471227645874023e+00,2.655232429504394531e+00
4.271597862243652344e-01,1.193041443824768066e+00,1.007211089134216309e+00,3.015686988830566406e+00,2.257823228836059570e+00
3.665330171585083008e+00,3.005014061927795410e-01,1.251594662666320801e+00,1.805818319320678711e+00,2.336278438568115234e+00
5.965342521667480469e-01,2.702938318252563477e+00,2.048066854476928711e+00,3.715602874755859375e+00,2.139615297317504883e+00
8.472094535827636719e-01,2.849187374114990234e+00,4.285593628883361816e-01,1.794918417930603027e+00,3.051037311553955078e+00
2.790741920471191406e+00,1.156835317611694336e+00,2.828016042709350586e+00,7.602197676897048950e-02,1.867765665054321289e+00
2.673441886901855469e+00,2.932033777236938477e+00,3.205579996109008789e+00,2.765857934951782227e+00,2.668835878372192383e+00
2.525538444519042969e+00,2.724221229553222656e+00,5.898856520652770996e-01,3.647752523422241211e+00,1.307469844818115234e+00
1.424061059951782227e-01,2.971374750137329102e+00,2.205835819244384766e+00,2.125345468521118164e+00,3.811926364898681641e+00
3.005931377410888672e+00,4.072258174419403076e-01,2.670556783676147461e+00,3.685964107513427734e+00,1.072958827018737793e+00
1.521285176277160645e+00,1.182301938533782959e-01,3.241372823715209961e+00,2.490053653717041016e+00,2.387795209884643555e+00
3.220564499497413635e-02,4.179712831974029541e-01,1.159079074859619141e+00,2.288479566574096680e+00,2.938328266143798828e+00
1.025263190269470215e+00,5.724509954452514648e-01,2.812531232833862305e+00,3.119752407073974609e+00,2.027746200561523438e+00
3.222258806228637695e+00,3.642280817031860352e+00,9.351158142089843750e-01,3.784065961837768555e+00,1.599780201911926270e+00
2.687826633453369141e+00,2.528072118759155273e+00,2.963033877313137054e-02,8.683130741119384766e-01,1.975167751312255859e+00
2.187636137008666992e+00,3.373683691024780273e+00,3.270236015319824219e+00,2.391595363616943359e+00,3.193778991699218750e+00
3.054125308990478516e-01,2.322215288877487183e-01,3.974995613098144531e+00,2.993121385574340820e+00,2.346272706985473633e+00
3.450235605239868164e+00,8.499981760978698730e-01,1.580897569656372070e+00,3.727539300918579102e+00,1.021433234214782715e+00
1.122476577758789062e+00,2.584302902221679688e+00,1.850729942321777344e+00,1.006127595901489258e+00,3.305107831954956055e+00
2.899706125259399414e+00,1.830265969038009644e-01,1.810256958007812500e+00,3.290616989135742188e+00,1.364411592483520508e+00
3.540425539016723633e+00,3.271930694580078125e+00,1.915170699357986450e-01,2.546544075012207031e+00,2.067963600158691406e+00
1.738460659980773926e+00,5.393983125686645508e-01,3.470178365707397461e+00,1.074694991111755371e+00,2.703619718551635742e+00
3.927155971527099609e+00,3.162978649139404297e+00,2.731421470642089844e+00,3.509155988693237305e+00,1.886322855949401855e+00
3.342246770858764648e+00,2.946203231811523438e+00,9.425520896911621094e-01,3.350741147994995117e+00,1.763587474822998047e+00
1.330937862396240234e+00,1.090715050697326660e+00,3.615184307098388672e+00,2.149901628494262695e+00,2.884434461593627930e+00
1.479211211204528809e+00,1.104689359664916992e+00,3.463932991027832031e+00,2.869191884994506836e+00,2.282684087753295898e+00
7.027454376220703125e-01,1.372264027595520020e+00,3.808745384216308594e+00,1.834340929985046387e+00,3.273009538650512695e+00
2.413118600845336914e+00,3.094506740570068359e+00,3.258359909057617188e+00,3.275664567947387695e+00,2.255062818527221680e+00
2.042237758636474609e+00,9.516411423683166504e-01,2.886614799499511719e+00,3.317440986633300781e+00,1.680527687072753906e+00
3.484267711639404297e+00,3.075444459915161133e+00,1.947503209114074707e+00,9.076566696166992188e-01,3.009889841079711914e+00
2.347470998764038086e+00,1.716660141944885254e+00,2.533769607543945312e+00,2.667855024337768555e+00,2.447203159332275391e+00
3.711024999618530273e+00,1.234005808830261230e+00,2.008376598358154297e+00,1.911567211151123047e+00,2.633584260940551758e+00
3.153741359710693359e+00,3.686209440231323242e+00,9.733086824417114258e-01,2.679731607437133789e+00,2.682990789413452148e+00
1.400247335433959961e+00,1.299503207206726074e+00,3.593473434448242188e-01,1.989427566528320312e+00,2.341257572174072266e+00
